body,title,url
"Servicio al cliente: LÍNEA NACIONAL 01 8000 510903. EN BOGOTÁ: 4055540, [email protected]",,https://elespectador.com/files/tolima40jpg-1
Los demandantes están a la espera de la sentencia de la Corte Constitucional para que se aplique la corrección en el Código de Policía. ,Universitarios ganan demanda que permite el ingreso de perros de asistencia a sitios públicos,https://elespectador.com/noticias/nacional/universitarios-ganan-demanda-que-permite-el-ingreso-de-perros-de-asistencia-sitios-publicos-articulo-905136
"El Reino Unido se retiró de la UE el pasado 31 de enero y desde entonces se encuentra en un período de transición con el bloque hasta fines de 2020, durante el cual debe aplicar las reglas europeas y negociar la futura relación con sus antiguos socios.",Los bienes culturales robados en medio de la negociación posbrexit,https://elespectador.com/noticias/cultura/los-bienes-culturales-robados-en-medio-de-la-negociacion-negociacion-posbrexit-articulo-905240
"De frente, uno de los rivales más fuertes: Inter de Porto Alegre de Brasil.",Tolima buscará su tiquete a la fase de grupos de la Copa Libertadores,https://elespectador.com/deportes/futbol-internacional/tolima-buscara-su-tiquete-la-fase-de-grupos-de-la-copa-libertadores-articulo-905211
"En la capital antioqueña se ha visto cómo las cifras de asesinatos han descendido en los últimos meses. Sin embargo, otras formas de criminalidad vienen creciendo, como los reportes de posible desaparición forzada.","Homicidios en baja, desapariciones en aumento: ¿qué está pasando en Medellín?",https://elespectador.com/noticias/judicial/homicidios-en-baja-desapariciones-en-aumento-que-esta-pasando-en-medellin-articulo-905023
"Fabio Enrique Bernal, el recién posesionado director del Museo de la Memoria a cargo del Centro Nacional de Memoria Histórica, llegó a la entidad en medio de un huracán de críticas por su cercanía en ejercicios de memoria de las Fuerzas Armadas. En esta entrevista responde a esos cuestionamientos y promete limar asperezas con organizaciones de víctimas que lo cuestionan.",“El museo no exaltará a ningún combatiente”: nuevo director del Museo de Memoria,https://elespectador.com/colombia2020/pais/el-museo-no-exaltara-ningun-combatiente-nuevo-director-del-museo-de-memoria-articulo-905089
Rosneft maneja más de la mitad del petróleo proveniente de Venezuela y según funcionarios estadounidenses ayuda al gobierno de Nicolás Maduro a evadir las sanciones.,"Guaidó califica de ""victoria"" sanción de Estados Unidos contra filial de petrolera rusa",https://elespectador.com/noticias/el-mundo/guaido-califica-de-victoria-sancion-de-estados-unidos-contra-filial-de-petrolera-rusa-articulo-905241
"La historia sobre los ricos de Manhattan y su relación con el narcotráfico internacional seguirá viva con los proyectos “Power Book II: Ghost”, “Power Book III: Raising Kanan”, “Power Book IV: Influence” y “Power Book V: Force”.",Rapero 50 Cent asegura series derivadas de “Power”,https://elespectador.com/entretenimiento/medios/rapero-50-cent-asegura-series-derivadas-de-power-articulo-905080
"El número de personas con trabajo aumentó en 180.000 más de lo previsto, dejando la tasa de desempleo en un mínimo de cuatro décadas del 3,8%, dijo la Oficina de Estadísticas Nacionales el martes.",Reino Unido crea empleos a ritmo impresionante pese al brexit,https://elespectador.com/economia/reino-unido-crea-empleos-ritmo-impresionante-pese-al-brexit-articulo-905192
El holandés se bajó a última hora de la Vuelta a la Comunidad Valenciana y tampoco estuvo en la concentración de su equipo para preparar carreras importantes en Italia. Su estado de salud se ha manejado con misterio.,Tom Dumoulin sigue aplazando su debut en el Jumbo,https://elespectador.com/deportes/ciclismo/tom-dumoulin-sigue-aplazando-su-debut-en-el-jumbo-articulo-905239
"De las 109 empresas estadounidenses en el este de China consultadas por la Cámara de Comercio de Estdos Unidos de Shanghai, las dos terceras partes reanudaron la producción manufacturera, pero el 78 % no tiene suficientes trabajadores para hacer funcionar normalmente sus líneas de producción.","La ""pesadilla logística"" en China para empresas extranjeras a causa del coronavirus",https://elespectador.com/economia/la-pesadilla-logistica-en-china-para-empresas-extranjeras-causa-del-coronavirus-articulo-905236
"Tras una reunión del Comité Técnico Nacional de Emergencias en la que se evaluó el panorama del nuevo coronavirus (Covid-19) en el país, el ministro de Salud encargado, Iván González, aseguró que el país continua sin la presencia de casos confirmados.","""Colombia ha descartado 13 alertas por coronavirus, no hay ningún caso confirmado"": Minsalud",https://elespectador.com/noticias/salud/colombia-ha-descartado-13-alertas-por-coronavirus-no-hay-ningun-caso-confirmado-articulo-905226
"Función Pública presentó un balance con corte al 17 de febrero, constatándose que falta más o menos la mitad de quienes están obligados a hacer dicho reporte. En caso de incumplimiento, la Procuraduría puede abrir una investigación disciplinaria.",Más de 21 mil servidores públicos han reportado sus declaraciones de renta y conflictos de interés,https://elespectador.com/noticias/politica/mas-de-21-mil-servidores-publicos-han-reportado-sus-declaraciones-de-renta-y-conflictos-de-interes-articulo-905246
"En 2019, la entidad logró un ahorro de casi $4 billones en recursos de la nación, que no utilizó, gracias a sus resultados en afiliaciones, transferencias de otros fondos y rendimientos financieros. Por cuenta de traslados desde fondos privados, sumó más de $9,2 billones.",‘Colpensiones está reduciendo su carga a la Nación’: Juan Miguel Villa,https://elespectador.com/economia/colpensiones-esta-reduciendo-su-carga-la-nacion-juan-miguel-villa-articulo-905015
"Quitarles todos los procesos electorales a las altas cortes, crear inhabilidades para los magistrados y ampliar facultades jurisdiccionales de los notarios son algunas de las propuestas.",Este es el borrador de reforma a la justicia que le presentó el Gobierno al Congreso,https://elespectador.com/noticias/judicial/este-es-el-borrador-de-reforma-la-justicia-que-le-presento-el-gobierno-al-congreso-articulo-905248
"Safe DM fue creado por la desarrolladora Kelsey Bressler, que utilizó Inteligencia Artificial (IA) para crear el 'plugin' y entrenó su algoritmo con imágenes que solicitó a través de la red social.","'Safe DM', el filtro que elimina las fotos de desnudos en los mensajes directos de Twitter",https://elespectador.com/tecnologia/safe-dm-el-filtro-que-elimina-las-fotos-de-desnudos-en-los-mensajes-directos-de-twitter-articulo-905068
"Así lo decidió La Sala Laboral del alto tribunal por un pleito que lleva más de 10 años en los estrados judiciales. Un exintengrante de su grupo vallenato le pidió que le pagara las cesantías por los cinco años que trabajó con él, su despido injustificado, entre otros hechos.",Corte Suprema ordena a Peter Manjarrés pagarle $49 millones a su antiguo corista ,https://elespectador.com/noticias/judicial/corte-suprema-ordena-peter-manjarres-pagarle-49-millones-su-antiguo-corista-articulo-905194
"El actor, cantante, bailarín, piloto de avión y uno de los más grandes ídolos de Hollywood está de cumpleaños. Aquí hacemos un recuento de su vida y su carrera artística.","John Travolta, la leyenda del cine, cumple 66 años",https://elespectador.com/entretenimiento/gente/john-travolta-la-leyenda-del-cine-cumple-66-anos-articulo-905230
"Las protestas se concentran frente a la sede del ICBF, en donde se encuentran empleados de hogares comunitarios de bienestar a los que no les han formalizado contrato este año. La entidad asegura que los retrasos se deben a un cambio en la contratación.","Por protestas contra el ICBF, se mantiene restringido el paso sobre la Av. 68 en Bogotá",https://elespectador.com/noticias/bogota/por-manifestacion-se-mantiene-restringido-el-paso-sobre-la-av-68-en-bogota-articulo-905217
"Otra novedad son las nuevas categorías como 'Historias personales', 'Crímenes reales', 'Viajes' o 'Relaciones'.",Spotify actualiza su sección de pódcasts y le añade tráilers,https://elespectador.com/tecnologia/spotify-actualiza-su-seccion-de-podcasts-y-le-anade-trailers-articulo-905254
"El comisionado para la Paz aseguró que dicho paro no tuvo resonancia en todo el territorio nacional, sino en, por lo menos, cuatro departamentos. Esta situación, a su juicio, demuestra una división al interior del Eln.","“No fue un paro armado, sino una amenaza a la tranquilidad”: Miguel Ceballos",https://elespectador.com/noticias/politica/no-fue-un-paro-armado-sino-una-amenaza-la-tranquilidad-miguel-ceballos-articulo-905195
"“Mientras continúen generando un rendimiento, continuaremos agotando esos recursos”, dijo Steven Kalmin, director financiero de la compañía que explota minas en Colombia.",“El mundo aún necesita carbón”: director ejecutivo de Glencore,https://elespectador.com/economia/el-mundo-aun-necesita-carbon-director-ejecutivo-de-glencore-articulo-905186
"El video se volvió viral en pocas horas pues recuerda la afamada película ""La vida es bella"".",El padre que inventó un juego para que su hija no se asuste con los bombardeos en Siria ,https://elespectador.com/noticias/actualidad/el-padre-que-invento-un-juego-para-que-su-hija-no-se-asuste-con-los-bombardeos-en-siria-articulo-905173
"Varios de los pobladores, que tuvieron que salir desplazados, aseguran que la acción de las Farc, ocurrida el 4 de abril de 2001, fue producto del abandono tanto del Estado como de las Fuerzas Militares, que cerraron una dependencia militar que quedaba en las cercanías al pueblo.",La lucha de Ataco (Tolima) para que el Estado responda por toma guerrillera,https://elespectador.com/noticias/judicial/la-lucha-de-ataco-tolima-para-que-el-estado-responda-por-toma-guerrillera-articulo-905104
Este martes el antiguo secretariado de la guerrilla de las Farc se presentó ante la Comisión de la Verdad para rendir sus informes sobre siete temas. Es la primera de varias contribuciones.,"""Venimos con el compromiso de aportar verdad"": Partido FARC ante la Comisión de la Verdad",https://elespectador.com/colombia2020/justicia/verdad/venimos-con-el-compromiso-de-aportar-verdad-partido-farc-ante-la-comision-de-la-verdad-articulo-905227
"Pobladores del municipio de Lorica, en Córdoba, aseguran que no llueve hace 14 meses y que el desabastecimiento y la escasez de agua no solo está afectando a las comunidades de la zona, sino también la vida de animales silvestres como los monos aulladores.",Por sequía hay alerta de muerte de monos aulladores en Córdoba,https://elespectador.com/noticias/medio-ambiente/alerta-por-muerte-de-monos-aulladores-en-cordoba-por-sequia-articulo-905235
"Ganador de una liga brasileña (2019) y una Copa Libertadores (2019), logradas en su primer año como profesional, Reinier se incorporará en principio al Castilla, filial del equipo, donde irá fogueándose a las órdenes de Raúl González Blanco.",El Real Madrid firmó a una nueva joya brasileña,https://elespectador.com/deportes/futbol-internacional/el-real-madrid-firmo-una-nueva-joya-brasilena-articulo-905221
"Servicio al cliente: LÍNEA NACIONAL 01 8000 510903. EN BOGOTÁ: 4055540, [email protected]",,https://elespectador.com/files/ereed0gxkaasyrjpeg
